,Gas87,Gas91,Diesel,Year,Month,Day
1372,18.56,19.06,19.18,2020,10,4
1373,18.54,19.05,19.16,2020,10,5
1374,18.5,19.01,19.12,2020,10,6
1375,18.5,19.01,19.12,2020,10,7
1376,18.53,19.05,19.14,2020,10,8
1377,18.53,19.05,19.14,2020,10,9
1378,18.54,19.05,19.14,2020,10,10
1379,18.54,19.06,19.13,2020,10,11
1380,18.54,19.05,19.13,2020,10,12
1381,18.52,19.04,19.12,2020,10,13
1382,18.5,19.03,19.11,2020,10,14
1383,18.47,19.0,19.09,2020,10,15
1384,18.45,18.98,19.08,2020,10,16
1385,18.43,18.96,19.07,2020,10,17
1386,18.42,18.95,19.07,2020,10,18
1387,18.41,18.94,19.06,2020,10,19
1388,18.36,18.91,19.04,2020,10,20
1389,18.33,18.89,19.03,2020,10,21
1390,18.31,18.87,19.01,2020,10,22
1391,18.27,18.84,18.99,2020,10,23
1392,18.24,18.8,18.97,2020,10,24
1393,18.23,18.8,18.96,2020,10,25
1394,18.22,18.79,18.95,2020,10,26
1395,18.18,18.76,18.93,2020,10,27
1396,18.14,18.72,18.91,2020,10,28
1397,18.11,18.69,18.9,2020,10,29
1398,18.04,18.63,18.86,2020,10,30
1399,17.98,18.58,18.84,2020,10,31
1400,17.96,18.56,18.83,2020,11,1
1401,17.94,18.54,18.82,2020,11,2
1402,17.89,18.5,18.8,2020,11,3
1403,17.84,18.45,18.77,2020,11,4
1404,17.8,18.42,18.77,2020,11,5
1405,17.78,18.41,18.78,2020,11,6
1406,17.77,18.39,18.78,2020,11,7
1407,17.76,18.39,18.78,2020,11,8
1408,17.75,18.38,18.77,2020,11,9
1409,17.71,18.34,18.74,2020,11,10
1410,17.7,18.33,18.75,2020,11,11
1411,17.72,18.35,18.77,2020,11,12
1412,17.71,18.34,18.78,2020,11,13
1413,17.7,18.33,18.78,2020,11,14
1414,17.69,18.33,18.77,2020,11,15
1415,17.69,18.33,18.77,2020,11,16
1416,17.67,18.31,18.76,2020,11,17
1417,17.65,18.29,18.76,2020,11,18
1418,17.64,18.28,18.76,2020,11,19
1419,17.63,18.28,18.77,2020,11,20
1420,17.62,18.26,18.77,2020,11,21
1421,17.61,18.26,18.77,2020,11,22
1422,17.61,18.25,18.77,2020,11,23
1423,17.61,18.25,18.78,2020,11,24
1424,17.62,18.26,18.8,2020,11,25
1425,17.66,18.3,18.86,2020,11,26
1426,17.7,18.33,18.92,2020,11,27
1427,17.73,18.35,18.95,2020,11,28
1428,17.73,18.35,18.95,2020,11,29
1429,17.76,18.36,18.96,2020,11,30
1430,17.78,18.36,18.98,2020,12,1
1431,17.78,18.36,18.99,2020,12,2
1432,17.77,18.34,18.98,2020,12,3
1433,17.76,18.34,18.98,2020,12,4
1434,17.76,18.35,18.99,2020,12,5
1435,17.75,18.34,18.99,2020,12,6
1436,17.75,18.34,18.98,2020,12,7
1437,17.76,18.34,18.99,2020,12,8
1438,17.75,18.34,18.99,2020,12,9
1439,17.74,18.34,18.99,2020,12,10
1440,17.75,18.34,19.0,2020,12,11
1441,17.78,18.37,19.03,2020,12,12
1442,17.78,18.37,19.04,2020,12,13
1443,17.79,18.38,19.05,2020,12,14
1444,17.82,18.41,19.08,2020,12,15
1445,17.86,18.44,19.12,2020,12,16
1446,17.87,18.45,19.16,2020,12,17
1447,17.9,18.47,19.19,2020,12,18
1448,17.97,18.53,19.23,2020,12,19
1449,17.98,18.54,19.23,2020,12,20
1450,18.0,18.56,19.25,2020,12,21
1451,18.06,18.61,19.29,2020,12,22
1452,18.09,18.63,19.32,2020,12,23
1453,18.1,18.64,19.33,2020,12,24
1454,18.12,18.65,19.34,2020,12,25
1455,18.12,18.66,19.34,2020,12,26
1456,18.12,18.66,19.35,2020,12,27
1457,18.13,18.67,19.35,2020,12,28
1458,18.14,18.68,19.37,2020,12,29
1459,18.15,18.69,19.38,2020,12,30
1460,18.16,18.7,19.39,2020,12,31
1461,18.21,18.75,19.42,2021,1,1
1462,18.25,18.79,19.44,2021,1,2
1463,18.26,18.8,19.45,2021,1,3
1464,18.29,18.83,19.46,2021,1,4
1465,18.35,18.88,19.49,2021,1,5
1466,18.38,18.9,19.51,2021,1,6
1467,18.47,18.99,19.58,2021,1,7
1468,18.56,19.07,19.64,2021,1,8
1469,18.64,19.15,19.68,2021,1,9
1470,18.65,19.16,19.69,2021,1,10
1471,18.7,19.2,19.72,2021,1,11
1472,18.85,19.36,19.83,2021,1,12
1473,18.96,19.46,19.89,2021,1,13
1474,19.04,19.54,19.94,2021,1,14
1475,19.09,19.59,19.97,2021,1,15
1476,19.13,19.63,19.99,2021,1,16
1477,19.13,19.64,20.0,2021,1,17
1478,19.15,19.65,20.01,2021,1,18
1479,19.17,19.67,20.03,2021,1,19
1480,19.18,19.68,20.04,2021,1,20
1481,19.19,19.7,20.05,2021,1,21
1482,19.2,19.71,20.05,2021,1,22
1483,19.22,19.73,20.06,2021,1,23
1484,19.22,19.73,20.06,2021,1,24
1485,19.23,19.74,20.07,2021,1,25
1486,19.26,19.77,20.08,2021,1,26
1487,19.31,19.82,20.12,2021,1,27
1488,19.35,19.86,20.14,2021,1,28
1489,19.38,19.9,20.17,2021,1,29
1490,19.42,19.93,20.2,2021,1,30
1491,19.43,19.93,20.2,2021,1,31
1492,19.44,19.94,20.21,2021,2,1
1493,19.45,19.95,20.22,2021,2,2
1494,19.47,19.97,20.24,2021,2,3
1495,19.53,20.03,20.32,2021,2,4
1496,19.58,20.08,20.39,2021,2,5
1497,19.61,20.12,20.46,2021,2,6
1498,19.62,20.12,20.47,2021,2,7
1499,19.63,20.14,20.5,2021,2,8
1500,19.66,20.17,20.55,2021,2,9
1501,19.68,20.19,20.61,2021,2,10
1502,19.7,20.21,20.66,2021,2,11
1503,19.73,20.24,20.7,2021,2,12
1504,19.74,20.26,20.72,2021,2,13
1505,19.75,20.26,20.72,2021,2,14
1506,19.76,20.27,20.73,2021,2,15
1507,19.77,20.28,20.77,2021,2,16
1508,19.78,20.3,20.79,2021,2,17
1509,19.82,20.4,20.89,2021,2,18
1510,19.87,20.54,20.96,2021,2,19
1511,19.89,20.63,21.01,2021,2,20
1512,19.9,20.65,21.02,2021,2,21
1513,19.91,20.69,21.04,2021,2,22
1514,19.93,20.81,21.08,2021,2,23
1515,19.94,20.94,21.11,2021,2,24
1516,19.95,21.05,21.14,2021,2,25
1517,19.97,21.12,21.17,2021,2,26
1518,19.97,21.18,21.19,2021,2,27
1519,19.98,21.19,21.2,2021,2,28
1520,19.98,21.22,21.22,2021,3,1
1521,20.0,21.28,21.24,2021,3,2
1522,20.01,21.32,21.27,2021,3,3
1523,20.01,21.36,21.29,2021,3,4
1524,20.02,21.39,21.31,2021,3,5
1525,20.03,21.41,21.33,2021,3,6
1526,20.02,21.42,21.33,2021,3,7
1527,20.03,21.43,21.35,2021,3,8
1528,20.04,21.45,21.36,2021,3,9
1529,20.05,21.48,21.38,2021,3,10
1530,20.08,21.53,21.42,2021,3,11
1531,20.1,21.57,21.44,2021,3,12
1532,20.11,21.59,21.46,2021,3,13
1533,20.11,21.61,21.47,2021,3,14
1534,20.12,21.62,21.47,2021,3,15
1535,20.13,21.64,21.48,2021,3,16
1536,20.14,21.66,21.5,2021,3,17
1537,20.15,21.68,21.52,2021,3,18
1538,20.16,21.7,21.53,2021,3,19
1539,20.16,21.71,21.53,2021,3,20
1540,20.16,21.72,21.53,2021,3,21
1541,20.16,21.72,21.52,2021,3,22
1542,20.17,21.73,21.49,2021,3,23
1543,20.17,21.75,21.49,2021,3,24
1544,20.17,21.75,21.46,2021,3,25
1545,20.17,21.74,21.46,2021,3,26
1546,20.16,21.74,21.47,2021,3,27
1547,20.16,21.75,21.47,2021,3,28
1548,20.16,21.76,21.47,2021,3,29
1549,20.16,21.78,21.49,2021,3,30
1550,20.2,21.82,21.51,2021,3,31
1551,20.21,21.85,21.51,2021,4,1
1552,20.21,21.85,21.51,2021,4,2
1553,20.21,21.85,21.51,2021,4,3
1554,20.22,21.86,21.51,2021,4,4
1555,20.22,21.86,21.51,2021,4,5
1556,20.21,21.86,21.51,2021,4,6
1557,20.2,21.86,21.5,2021,4,7
1558,20.2,21.86,21.5,2021,4,8
1559,20.19,21.85,21.49,2021,4,9
1560,20.17,21.84,21.49,2021,4,10
1561,20.18,21.84,21.49,2021,4,11
1562,20.18,21.83,21.48,2021,4,12
1563,20.16,21.83,21.49,2021,4,13
1564,20.15,21.83,21.48,2021,4,14
1565,20.14,21.83,21.49,2021,4,15
1566,20.16,21.86,21.53,2021,4,16
1567,20.2,21.91,21.57,2021,4,17
1568,20.19,21.91,21.58,2021,4,18
1569,20.2,21.92,21.59,2021,4,19
1570,20.21,21.93,21.61,2021,4,20
1571,20.21,21.94,21.62,2021,4,21
1572,20.2,21.94,21.62,2021,4,22
1573,20.18,21.93,21.62,2021,4,23
1574,20.17,21.92,21.6,2021,4,24
1575,20.17,21.92,21.61,2021,4,25
1576,20.17,21.92,21.61,2021,4,26
1577,20.17,21.92,21.6,2021,4,27
1578,20.16,21.92,21.6,2021,4,28
1579,20.18,21.93,21.62,2021,4,29
1580,20.19,21.94,21.63,2021,4,30
1581,20.2,21.95,21.64,2021,5,1
1582,20.2,21.96,21.65,2021,5,2
1583,20.2,21.96,21.65,2021,5,3
1584,20.21,21.97,21.66,2021,5,4
1585,20.22,21.97,21.67,2021,5,5
1586,20.22,21.97,21.67,2021,5,6
1587,20.23,21.98,21.67,2021,5,7
1588,20.23,21.99,21.68,2021,5,8
1589,20.23,21.98,21.68,2021,5,9
1590,20.23,21.99,21.68,2021,5,10
1591,20.24,22.0,21.69,2021,5,11
1592,20.25,22.01,21.7,2021,5,12
1593,20.25,22.02,21.7,2021,5,13
1594,20.25,22.03,21.7,2021,5,14
1595,20.26,22.03,21.7,2021,5,15
1596,20.25,22.03,21.7,2021,5,16
1597,20.25,22.03,21.7,2021,5,17
1598,20.26,22.03,21.7,2021,5,18
1599,20.25,22.04,21.7,2021,5,19
1600,20.25,22.05,21.71,2021,5,20
1601,20.23,22.05,21.71,2021,5,21
1602,20.21,22.04,21.69,2021,5,22
1603,20.2,22.05,21.69,2021,5,23
1604,20.19,22.04,21.69,2021,5,24
1605,20.18,22.04,21.67,2021,5,25
1606,20.18,22.04,21.68,2021,5,26
1607,20.19,22.04,21.68,2021,5,27
1608,20.2,22.04,21.68,2021,5,28
1609,20.22,22.05,21.69,2021,5,29
1610,20.22,22.05,21.69,2021,5,30
1611,20.22,22.04,21.69,2021,5,31
1612,20.23,22.05,21.69,2021,6,1
1613,20.24,22.06,21.7,2021,6,2
1614,20.24,22.1,21.71,2021,6,3
1615,20.24,22.11,21.71,2021,6,4
1616,20.25,22.11,21.72,2021,6,5
1617,20.24,22.11,21.72,2021,6,6
1618,20.25,22.11,21.72,2021,6,7
1619,20.25,22.11,21.72,2021,6,8
1620,20.25,22.12,21.73,2021,6,9
1621,20.25,22.11,21.73,2021,6,10
1622,20.25,22.12,21.73,2021,6,11
1623,20.25,22.12,21.73,2021,6,12
1624,20.24,22.12,21.73,2021,6,13
1625,20.25,22.13,21.73,2021,6,14
1626,20.24,22.12,21.72,2021,6,15
1627,20.25,22.13,21.72,2021,6,16
1628,20.25,22.14,21.73,2021,6,17
1629,20.25,22.15,21.73,2021,6,18
1630,20.25,22.15,21.72,2021,6,19
1631,20.25,22.15,21.72,2021,6,20
1632,20.29,22.15,21.72,2021,6,21
1633,20.3,22.15,21.74,2021,6,22
1634,20.31,22.16,21.76,2021,6,23
1635,20.32,22.16,21.77,2021,6,24
1636,20.33,22.15,21.78,2021,6,25
1637,20.33,22.16,21.78,2021,6,26
1638,20.33,22.15,21.78,2021,6,27
1639,20.34,22.16,21.78,2021,6,28
1640,20.32,22.16,21.75,2021,6,29
1641,20.28,22.17,21.73,2021,6,30
1642,20.27,22.18,21.71,2021,7,1
1643,20.25,22.17,21.7,2021,7,2
1644,20.27,22.18,21.73,2021,7,3
1645,20.27,22.18,21.73,2021,7,4
1646,20.28,22.19,21.73,2021,7,5
1647,20.3,22.2,21.75,2021,7,6
1648,20.3,22.2,21.75,2021,7,7
1649,20.31,22.2,21.74,2021,7,8
1650,20.3,22.2,21.73,2021,7,9
1651,20.29,22.2,21.73,2021,7,10
1652,20.29,22.2,21.73,2021,7,11
1653,20.29,22.2,21.73,2021,7,12
1654,20.29,22.21,21.72,2021,7,13
1655,20.28,22.21,21.72,2021,7,14
1656,20.3,22.21,21.73,2021,7,15
1657,20.29,22.21,21.72,2021,7,16
1658,20.28,22.21,21.72,2021,7,17
1659,20.27,22.2,21.72,2021,7,18
1660,20.27,22.2,21.72,2021,7,19
1661,20.26,22.2,21.72,2021,7,20
1662,20.23,22.21,21.69,2021,7,21
1663,20.2,22.2,21.66,2021,7,22
1664,20.2,22.21,21.67,2021,7,23
1665,20.25,22.21,21.72,2021,7,24
1666,20.26,22.22,21.73,2021,7,25
1667,20.29,22.23,21.75,2021,7,26
1668,20.32,22.24,21.78,2021,7,27
1669,20.33,22.24,21.8,2021,7,28
1670,20.35,22.25,21.81,2021,7,29
1671,20.36,22.25,21.83,2021,7,30
1672,20.37,22.26,21.84,2021,7,31
